session,trial,staircase,orientation,response,correct,soa1,soa2
1,1,2,left,left,True,12,12
1,1,3,left,right,False,12,12
1,2,2,left,right,False,12,13
1,2,3,left,left,True,13,13
1,3,2,right,right,True,13,13
1,3,3,right,right,True,13,13
1,4,2,right,right,True,13,13
1,4,3,left,left,True,12,13
1,5,2,right,right,True,12,12
1,5,3,left,left,True,12,12
1,6,2,left,left,True,12,12
1,6,3,right,right,True,11,12
1,7,2,left,left,True,11,12
1,7,3,right,right,True,11,12
1,8,2,right,right,True,11,11
1,8,3,right,right,True,10,11
1,9,2,left,left,True,10,11
1,9,3,right,right,True,10,11
1,10,2,right,left,False,10,11
1,10,3,left,left,True,11,11
1,11,2,right,left,False,11,10
1,11,3,right,right,True,12,10
1,12,2,right,right,True,12,10
1,12,3,right,right,True,12,10
1,13,2,left,right,False,12,10
1,13,3,left,left,True,13,10
1,14,2,left,left,True,13,9
1,14,3,right,right,True,13,9
1,15,2,left,left,True,13,9
1,15,3,right,right,True,12,9
1,16,2,right,right,True,12,9
1,16,3,right,right,True,12,9
1,17,2,right,left,False,12,8
1,17,3,right,left,False,13,8
1,18,2,left,left,True,13,9
1,18,3,right,right,True,13,9
1,19,2,right,left,False,13,9
1,19,3,right,left,False,14,9
1,20,2,left,left,True,14,10
1,20,3,left,left,True,14,10
1,21,2,left,left,True,14,10
1,21,3,left,left,True,13,10
1,22,2,left,left,True,13,10
1,22,3,left,left,True,13,10
1,23,2,right,right,True,13,9
1,23,3,right,right,True,12,9
1,24,2,right,right,True,12,9
1,24,3,right,right,True,12,9
1,25,2,left,left,True,12,9
1,25,3,left,left,True,11,9
