session,trial,staircase,orientation,response,correct,soa1,soa2
1,1,2,left,left,True,12,12
1,1,3,left,right,False,12,12
1,2,2,left,left,True,12,13
1,2,3,left,left,True,11,13
1,3,2,left,left,True,11,13
1,3,3,right,left,False,11,13
1,4,2,right,right,True,11,14
1,4,3,right,right,True,10,14
1,5,2,right,left,False,10,14
1,5,3,right,right,True,11,14
1,6,2,right,left,False,11,14
1,6,3,left,right,False,12,14
1,7,2,left,left,True,12,15
1,7,3,left,right,False,12,15
1,8,2,right,left,False,12,16
1,8,3,left,left,True,13,16
1,9,2,right,left,False,13,16
1,9,3,right,left,False,14,16
1,10,2,right,right,True,14,17
1,10,3,left,left,True,14,17
1,11,2,right,right,True,14,17
1,11,3,left,left,True,13,17
1,12,2,right,left,False,13,17
1,12,3,right,left,False,14,17
1,13,2,right,right,True,14,18
1,13,3,right,left,False,14,18
1,14,2,left,left,True,14,19
1,14,3,left,left,True,13,19
1,15,2,left,left,True,13,19
1,15,3,left,left,True,13,19
1,16,2,left,left,True,13,19
1,16,3,left,left,True,12,19
1,17,2,left,left,True,12,18
1,17,3,right,right,True,12,18
1,18,2,right,right,True,12,18
1,18,3,right,right,True,11,18
1,19,2,right,right,True,11,18
1,19,3,right,right,True,11,18
1,20,2,right,right,True,11,17
1,20,3,left,left,True,10,17
1,21,2,right,right,True,10,17
1,21,3,left,right,False,10,17
1,22,2,right,right,True,10,18
1,22,3,left,left,True,9,18
1,23,2,left,right,False,9,18
1,23,3,left,left,True,10,18
1,24,2,right,right,True,10,18
1,24,3,left,right,False,10,18
1,25,2,left,right,False,10,19
1,25,3,right,right,True,11,19
