session,trial,staircase,orientation,response,correct,soa1,soa2
1,1,2,left,left,True,12,12
1,1,3,left,left,True,12,12
1,2,2,right,right,True,12,12
1,2,3,left,left,True,11,12
1,3,2,right,right,True,11,12
1,3,3,left,left,True,11,12
1,4,2,right,right,True,11,11
1,4,3,right,right,True,10,11
1,5,2,right,right,True,10,11
1,5,3,left,left,True,10,11
1,6,2,right,right,True,10,11
1,6,3,right,right,True,9,11
1,7,2,left,left,True,9,10
1,7,3,right,right,True,9,10
1,8,2,left,left,True,9,10
1,8,3,left,right,False,8,10
1,9,2,left,left,True,8,11
1,9,3,left,left,True,8,11
1,10,2,right,right,True,8,11
1,10,3,right,right,True,7,11
1,11,2,right,right,True,7,11
1,11,3,left,left,True,7,11
1,12,2,right,right,True,7,10
1,12,3,right,right,True,6,10
1,13,2,right,right,True,6,10
1,13,3,left,left,True,6,10
1,14,2,left,right,False,6,10
1,14,3,right,right,True,7,10
1,15,2,left,left,True,7,9
1,15,3,left,left,True,7,9
1,16,2,right,right,True,7,9
1,16,3,left,left,True,6,9
1,17,2,left,left,True,6,9
1,17,3,right,right,True,6,9
1,18,2,left,left,True,6,8
1,18,3,left,left,True,5,8
1,19,2,left,left,True,5,8
1,19,3,right,right,True,5,8
1,20,2,right,right,True,5,8
1,20,3,right,right,True,4,8
1,21,2,left,left,True,4,7
1,21,3,right,right,True,4,7
1,22,2,left,right,False,4,7
1,22,3,left,left,True,5,7
1,23,2,right,right,True,5,7
1,23,3,left,left,True,5,7
1,24,2,right,right,True,5,6
1,24,3,right,right,True,4,6
1,25,2,left,right,False,4,6
1,25,3,left,left,True,5,6
